id,sentiment
8117_10,0.7920634
1892_10,0.92758065
4617_1,0.22995427
1893_8,0.8973288
5435_1,0.02444359
162_3,0.047594726
6516_10,0.9318731
11588_7,0.8741917
2006_1,0.032281958
1594_4,0.20205589
1472_1,0.037863873
3647_1,0.40627995
174_7,0.834623
5539_7,0.057620775
3384_10,0.9985629
3811_4,0.12592964
4079_8,0.2113357
1179_7,0.7707107
3069_9,0.99847156
3769_8,0.9803914
9247_10,0.90888274
10434_1,0.0018960804
1147_10,0.91013145
5344_7,0.7503038
8073_10,0.90165997
7833_3,0.022488939
8370_1,0.01137041
9007_8,0.13234957
6624_7,0.34100005
6683_3,0.29848757
12275_7,0.3841322
11927_8,0.9401356
1560_10,0.9968292
1325_9,0.48779824
3548_8,0.02566695
607_1,0.00012081565
6702_7,0.56994736
5702_3,0.0021710054
11345_8,0.89176947
3428_4,0.21666539
7209_9,0.9827198
8425_8,0.9099511
3087_1,0.13482517
1119_8,0.6927691
5715_3,0.31807148
8645_1,0.008434705
2149_3,0.021350268
10403_10,0.91639715
5628_1,0.18877266
5570_10,0.9965146
1613_3,0.044854235
1454_4,0.910999
5094_3,0.27785107
7982_1,0.023121553
6894_2,0.4476123
6554_1,0.19966993
4721_3,0.10332874
6904_4,0.11010428
893_8,0.99029714
4605_4,0.5655506
11516_7,0.4745989
11718_7,0.99641186
5956_1,0.0051685306
7455_9,0.85503566
6396_4,0.4169282
1223_8,0.9725916
8556_1,0.091703154
6108_8,0.7847737
11690_1,0.004441564
3778_9,0.6723574
3627_4,0.15486643
8256_4,0.13853523
533_1,0.0012367818
5235_4,0.00010250717
621_2,0.18901172
5365_1,0.25263876
8180_3,0.52026504
7396_7,0.08315315
9776_10,0.9267268
8175_10,0.77337545
3128_1,0.016443564
4606_1,0.485133
6158_2,0.0456769
3281_10,0.5759023
4723_4,0.031246478
11994_3,0.09939894
7701_1,3.471405e-06
103_3,0.2567138
8908_10,0.8172853
8876_1,0.009601454
7519_9,0.99214375
12456_8,0.9468484
9514_8,0.72430116
8680_8,0.690855
12402_10,0.7014816
362_2,0.22174035
9825_7,0.95465666
2913_3,0.58352333
7164_8,0.9464864
11177_7,0.5915586
5707_10,0.9686573
8103_10,0.9911733
6289_1,0.08385969
11754_1,0.07883276
11640_10,0.64030516
9933_7,0.30306402
185_10,0.9559838
242_10,0.9760502
9369_8,0.9424029
7453_10,0.9729129
7514_7,0.2130686
10860_2,0.05170683
8663_8,0.50945795
9108_1,0.06037109
7941_1,0.04912273
10116_1,0.0010932648
9841_4,0.09073013
4512_9,0.92814183
4853_2,0.07213219
2664_4,0.4113029
9966_10,0.9627765
5167_2,0.11292315
3894_2,0.00017372757
3929_8,0.89750206
7165_10,0.91161835
5451_8,0.70196027
2947_4,0.3890451
4611_10,0.7840603
5807_1,0.35445213
9464_8,0.9025537
3124_10,0.8595428
2705_4,0.77347296
12187_8,0.8621179
12319_10,0.9264023
9874_3,0.23218575
3406_4,0.2761411
2327_10,0.93766785
605_10,0.9741509
8080_4,0.20936906
3074_10,0.99902713
2499_3,0.03547581
1013_1,0.40817916
11535_1,0.025128128
4118_7,0.41135284
10492_8,0.8934593
2129_4,0.23962975
9814_10,0.4233758
10671_9,0.8199344
5980_10,0.87455213
2755_2,0.38010246
5461_2,0.7135114
11979_1,0.22505707
8810_1,0.0040306207
852_7,0.9802334
10961_4,0.20064771
7436_4,0.20087579
11281_3,0.4671504
4208_3,0.1659357
8213_10,0.5512124
9851_2,0.35295138
4713_7,0.59070396
9528_1,0.9241585
3595_10,0.97655755
5785_3,0.18645512
10370_3,0.030899836
1980_3,0.4072398
8800_4,0.15671697
4437_3,0.025804454
28_3,0.29475176
12171_1,0.31707317
9359_3,0.15641996
3831_9,0.99675494
10962_7,0.9828608
1500_9,0.6960325
11470_10,0.78244567
11843_3,0.23920794
11200_4,0.8869646
1067_1,0.045690402
3333_1,0.03144365
4487_4,0.47650814
6428_1,0.025590375
575_7,0.16385683
10904_9,0.89495325
11821_2,0.6401305
11605_1,0.0047737407
1111_7,0.9236371
10295_1,0.6328323
1146_4,0.008833358
2405_9,0.31167993
11081_10,0.96468836
2201_10,0.98699385
4844_1,0.064039946
11007_8,0.7284517
6535_7,0.8626047
2653_4,0.017203141
8245_10,0.9038469
9951_8,0.9361166
6133_8,0.123944
10006_2,0.0056987638
7350_1,0.28209618
4509_9,0.97841316
948_1,0.0133406045
3987_1,0.11064521
2947_10,0.4187266
6041_3,3.908744e-06
2946_1,0.017632997
11967_4,0.054465063
1185_10,0.9871406
10323_2,0.34851354
11706_2,0.00067294034
3663_1,0.010660464
5602_10,0.9938845
4870_10,0.7632663
1994_1,5.846652e-05
10807_7,0.9158698
6871_3,0.6261984
1175_2,0.00023467043
10919_7,0.9802766
8127_10,0.98024964
12497_4,0.28412217
3274_1,0.26130295
2568_3,0.18458869
840_2,0.007999709
5626_10,0.9865754
7561_10,0.9678879
4600_3,0.19509533
3324_9,0.18682605
8899_7,0.9788052
5592_8,0.76653594
12483_4,0.0025466692
7874_1,0.00037376743
5878_10,0.9826569
4303_9,0.71322286
9421_1,0.037411794
10269_4,0.29653555
10615_2,0.25987303
2634_10,0.9574304
7522_1,0.016370244
9289_10,0.79382604
4636_10,0.84233356
1241_7,0.38430387
9458_9,0.5706044
11690_10,0.98684466
7176_4,0.5277204
6212_10,0.82659996
6319_1,0.007062893
5229_3,0.24484774
466_9,0.9947798
8693_2,0.20522667
2952_10,0.9240143
1128_1,0.054597516
3975_10,0.82924855
11365_10,0.64761466
2074_9,0.9988589
9768_10,0.94885063
4895_1,0.02562683
5726_10,0.86742765
9993_10,0.93153554
11319_2,0.41683805
10561_2,0.27938655
5455_8,0.958631
10684_3,0.07689146
3652_3,0.2144134
7825_1,0.17943738
8806_1,0.037092574
275_10,0.9213261
2246_1,0.024661299
11968_2,0.0030169368
2528_1,0.5394588
8491_8,0.5965505
13_1,0.656823
4530_8,0.574463
5207_3,0.028026817
11648_10,0.9558864
8260_1,0.07943715
10730_10,0.7994195
10402_3,0.22199093
8077_1,0.017343517
8598_8,0.80783236
2809_3,0.0052013304
12490_10,0.88295346
1447_9,0.9867098
1605_3,0.4745338
2311_4,0.03230751
3235_9,0.9203876
5725_10,0.47967836
9025_10,0.9701533
6049_9,0.8248454
4803_10,0.99933976
191_9,0.99973816
420_3,0.5812171
5238_2,0.16219921
1280_9,0.9811586
9408_4,0.296697
819_1,0.017190171
1656_4,0.069501184
9964_3,0.141561
10404_4,0.37127623
12369_10,0.85704917
6423_1,0.041087214
9942_8,0.1723595
1519_1,0.12923497
100_10,0.9017151
3216_10,0.9109683
3909_10,0.77627695
5034_7,0.9979388
14_8,0.9869625
5891_3,0.16006564
8496_10,0.9937552
7429_1,0.01336379
9457_1,0.06397046
9602_8,0.8979164
4198_1,0.0038197672
154_2,0.16112767
5070_2,0.12257708
4207_8,0.82117903
7758_8,0.86614704
4439_9,0.9852426
12042_1,0.014671338
7244_1,0.009013172
6854_1,0.08822998
11932_10,0.873393
4151_10,0.85279125
7265_1,0.0017770123
10272_7,0.953148
4256_4,0.13517131
1225_7,0.8866915
956_10,0.9860789
6389_2,0.027651206
1365_4,0.009039724
4752_7,0.7100473
276_10,0.9874156
8766_9,0.5793699
11225_10,0.9616099
6920_1,0.03634327
11536_1,0.000658148
1923_9,0.8887363
11460_10,0.6775349
10054_7,0.8870536
10845_1,0.0029225394
10231_4,0.46538565
9430_8,0.81076634
3226_2,0.0039185663
4298_3,0.1408906
10635_4,0.32239407
10567_4,0.06261697
5460_10,0.9789044
7310_7,0.20404892
10330_2,0.0016742288
5151_9,0.99557894
11_3,0.5365675
1448_8,0.66400385
10130_8,0.9415678
2199_3,0.0866461
1761_10,0.93348104
2782_1,0.036867697
7618_10,0.98504734
85_10,0.9253908
5730_3,0.009652122
3641_1,0.113803305
8190_9,0.9790223
9533_10,0.99810946
9508_1,0.040234372
237_8,0.9937423
3981_7,0.47367686
7194_9,0.9421205
10584_8,0.60051924
248_2,0.002941067
8358_4,0.12847435
1218_1,0.005123649
4191_10,0.042064443
3090_8,0.99081826
11923_2,0.20760912
1640_8,0.88884866
9972_3,0.05953622
11818_4,0.47604325
4350_10,0.98421097
877_10,0.29442316
10017_8,0.5532932
7975_10,0.9909242
8436_1,0.06442832
6024_7,0.58548754
3112_1,0.024244763
951_10,0.9669025
1622_1,0.017503766
191_3,0.5870717
5669_1,0.011373691
1891_4,0.0093877865
12173_9,0.43014565
7887_7,0.7008759
3256_10,0.31708428
5419_1,0.0004581393
7635_1,0.055778977
8297_2,0.124833986
7137_8,0.7199174
7562_3,0.29107085
9944_1,0.0031481963
4288_1,0.00391694
8087_1,0.15709221
4771_10,0.7787415
10482_10,0.7893259
5324_10,0.9755962
3080_1,0.028267493
10923_7,0.40824336
1753_7,0.9727586
317_10,0.97168905
12474_8,0.92689425
773_8,0.9494185
388_1,0.1254243
12141_2,0.64776003
5667_1,0.41564113
1071_9,0.8809812
2897_10,0.9955711
9481_4,0.42898583
12025_1,0.0038243036
8879_7,0.6254031
5683_1,0.0018122325
7026_1,0.008381207
2439_1,0.07679965
3631_7,0.4213887
1650_9,0.5188485
5378_7,0.9919382
9745_1,0.0011213089
11563_8,0.54166746
299_8,0.9927101
9471_2,0.37054378
1866_1,0.21893911
2639_4,0.27317953
5122_1,0.02870228
12341_7,0.36516273
2936_8,0.9296007
8647_10,0.9829313
4255_9,0.78950846
7262_8,0.607373
8413_10,0.84377706
10080_1,0.11300864
3973_1,0.21737406
8752_9,0.98886114
4018_2,0.047727704
7669_1,0.011897632
10421_4,0.025819803
7854_8,0.8843685
162_8,0.28919736
11614_9,0.99166554
11343_8,0.9960763
1708_7,0.01754816
7115_4,0.62543017
10498_10,0.39464527
2944_8,0.9614032
10474_3,0.23105858
1263_1,0.022302099
1693_4,0.6674812
9600_9,0.54419756
11173_2,0.3141965
3961_2,0.10282388
8011_1,0.37287584
7386_8,0.42150217
8787_8,0.7676586
12349_9,0.75846845
1776_4,0.0537408
5885_4,0.9594262
220_4,0.13775769
5547_8,0.8916909
2853_1,0.30277625
2157_2,0.30019507
11667_2,0.18745388
194_7,0.9586745
1633_1,0.0005717607
6897_2,0.0040920842
11568_2,0.0009820145
9219_1,0.07592698
477_8,0.88838816
8980_3,0.27230915
4612_10,0.63569075
8030_10,0.99730873
1846_8,0.99999666
2786_8,0.66998535
2634_1,0.12736441
3110_8,0.6562316
11587_8,0.85079414
11262_8,0.95004463
5680_7,0.40718216
4583_4,0.19048849
1451_1,0.011624735
4244_4,0.0001709127
6176_4,0.00014537672
8851_10,0.95389587
908_9,0.99401915
7494_9,0.7050056
8061_3,0.11305024
789_1,0.3061143
2374_7,0.82147944
11225_3,0.081959434
4467_4,0.0950482
8516_10,0.35267583
4121_10,0.94312465
10267_7,0.2732086
6040_8,0.7689633
8338_7,0.8851295
2903_7,0.97550756
6662_9,0.981644
5333_10,0.7552524
7470_4,0.073202625
8813_1,0.44795892
4514_3,0.5043795
9584_7,0.12421292
11706_8,0.97044927
11538_8,0.8215744
4210_1,0.0029958084
8984_1,0.009398249
3431_4,0.029425228
4973_10,0.9377113
12260_1,0.012350413
4267_10,0.9840476
9906_9,0.9999101
670_7,0.9479811
6270_3,0.0030938645
5164_4,0.093206845
9741_2,0.063423164
3761_8,0.8856841
2651_2,0.0251181
7448_10,0.9981846
7184_9,0.92615396
1313_9,0.707009
10654_8,0.9276106
7151_1,0.00464927
2320_10,0.96746004
12033_7,0.36018702
6429_1,0.00011018252
1420_4,0.33360276
3002_7,0.5208195
1299_1,0.086504355
7897_9,0.86756533
1529_4,0.00035085177
9760_2,0.04121323
11318_1,0.078075126
2217_3,0.11736014
11641_2,0.070002414
7238_10,0.9989371
7710_8,0.7792104
12011_8,0.7336522
4495_7,0.9157441
11144_4,0.43775085
5625_2,0.00063630706
2926_7,0.08161406
8538_8,0.60055673
8875_10,0.74442935
10881_10,0.98403925
1662_7,0.8768443
4560_9,0.54099303
6714_4,0.006456717
9059_10,0.98104584
6631_10,0.9691321
8520_1,0.059329618
918_4,0.46683383
3102_10,0.8059049
3611_2,0.0606678
8434_10,0.9332098
681_7,0.97763103
7386_4,0.06198745
7566_9,0.31980476
10110_10,0.96536237
10486_10,0.9571144
1492_3,0.3111859
11823_1,0.051266354
2331_9,0.97382337
2200_2,0.014827949
9547_1,0.042217616
785_2,0.003670496
5101_4,0.3099758
5657_10,0.8529686
6902_7,0.5083924
1490_9,0.69533527
7148_9,0.99560094
7387_8,0.6982605
8277_9,0.98288053
6912_7,0.9802418
170_2,0.67782164
7702_10,0.9994856
4393_3,0.016955845
2608_3,0.38238883
4931_8,0.9996737
10589_10,0.87317103
8623_4,0.005023433
6057_2,0.033158902
2704_9,0.978447
1790_2,0.31141725
12370_1,0.002643485
159_1,0.0022949455
343_9,0.9995732
2128_9,0.99683374
11181_8,0.9933535
11775_10,0.9076793
3514_10,0.82351565
6993_2,0.0145622
2866_9,0.4150599
1000_9,0.68387455
11772_7,0.5964059
3355_9,0.0067714215
8519_8,0.84619474
7879_3,0.15082835
4332_10,0.95329857
5403_1,0.03468566
1514_7,0.047899593
7904_1,0.008654563
10550_2,0.41241297
11442_10,0.94593304
2821_3,0.065881155
5766_1,0.0007969604
8061_9,0.9601165
2166_1,0.013402984
6206_1,0.0070298463
11124_2,0.0053834976
7625_10,0.81038266
90_9,0.77005017
7959_10,0.96712834
7029_10,0.9487797
779_8,0.99264693
1101_4,0.07420316
11189_4,0.011170433
9790_4,0.09696809
10861_1,0.02494118
5902_2,0.31078807
9545_10,0.6369857
3730_1,0.00047474727
4951_9,0.34351125
3295_1,0.037087686
9495_2,0.32567698
2876_1,0.5162221
2796_1,0.039114427
10338_3,0.24182107
10913_7,0.13511875
4685_2,8.596504e-06
11586_1,0.05582304
4904_7,0.3817228
7110_7,0.50889057
2086_4,0.20678069
7372_7,0.7001207
135_9,0.94239926
7038_3,0.7640786
1119_2,0.026121948
5057_8,0.4547477
3479_10,0.9990946
6489_8,0.9997341
4910_8,0.81313944
5979_10,0.82986015
11304_1,0.093004696
2102_9,0.9974383
8048_1,0.010474087
12153_7,0.6763332
4832_8,0.8903703
3079_9,0.99861157
8254_2,0.03439289
7981_7,0.98211145
611_1,0.3974252
307_10,0.9275753
8861_3,0.08566505
4635_4,0.46492016
6197_7,0.94485116
6739_3,0.14520162
8588_9,0.9095857
8461_7,0.5138155
10089_1,0.18682848
2609_7,0.6574898
1418_3,0.6250331
2661_10,0.9900996
1253_9,0.78141296
8815_9,0.83704966
9867_8,0.94288266
2155_1,0.125166
12259_4,0.009629478
11224_3,0.31538448
4781_1,0.005371771
4354_9,0.99005836
9629_9,0.7151482
3629_9,0.99704844
6445_10,0.99725777
9526_10,0.9351961
5138_2,0.06191929
349_10,0.9937768
2099_7,0.5124721
4411_1,0.3978536
8127_3,0.056807894
5225_8,0.72079784
7970_3,0.025948623
5688_7,0.65034777
12099_3,0.23225436
6020_4,0.35531604
3892_8,0.6998809
2098_8,0.9633866
4851_7,0.9774629
10967_10,0.70870465
6230_4,0.16544172
2211_2,0.00035368616
11978_10,0.9777534
8802_1,0.022640463
11010_3,0.017693691
10083_2,0.3787637
5588_10,0.3661898
958_10,0.56872773
6771_4,0.4338808
6767_9,0.94873726
7302_10,0.98353094
5324_3,0.010685015
7737_10,0.98233885
8603_10,0.9705983
3029_7,0.9991536
8640_2,0.01202397
2139_1,0.013658441
6305_10,0.99039865
6884_7,0.904596
5534_8,0.6951948
7619_8,0.8909058
10057_8,0.4579312
972_7,0.9540615
6245_8,0.76589674
6627_7,0.9998299
3621_10,0.48727068
2290_4,0.75075644
24_4,0.10965132
5689_1,0.0022123777
6497_4,0.07892568
12405_4,0.63396406
11720_7,0.9812586
10088_1,0.011242895
9258_9,0.99539524
354_4,0.7150014
4770_10,0.7958664
1035_3,0.2262639
739_1,0.0052427496
6267_7,0.97725666
1562_8,0.9842074
1438_1,0.011265001
281_8,0.9873766
1818_1,0.43903
3943_3,0.09378258
8116_4,0.14995214
6984_1,0.002499557
5330_4,0.010091401
8821_8,0.9774295
10484_10,0.9870863
1886_4,0.0011747356
7943_2,0.093464985
6438_7,0.9734353
8931_10,0.4759099
10538_10,0.958813
534_10,0.9765446
7329_2,0.07659822
6614_2,0.5682378
710_10,0.9257749
3120_4,0.16240646
9046_1,0.0051982524
5638_2,0.54746324
2455_4,0.34660116
2652_3,0.3116439
11006_4,0.3611341
5065_3,0.0016109954
9805_10,0.93775326
7092_8,0.9962835
1735_10,0.816743
3609_1,0.020049622
1201_10,0.9593163
11024_9,0.9802962
3807_10,0.8414634
4483_10,0.39484817
4510_7,0.9003764
8037_1,0.049665593
1760_1,0.06184143
133_8,0.8758868
9039_8,0.86110806
8462_4,0.615235
2468_10,0.97891766
7684_3,0.033244334
10350_9,0.9861459
1199_10,0.9995521
8560_1,0.039266422
6405_3,7.7545126e-05
1295_1,0.006549921
6420_1,0.014838827
12183_9,0.757196
11619_1,0.0058480585
1415_9,0.7852511
9414_1,0.0015333659
7640_4,0.2480159
9211_9,0.60040843
557_9,0.62370586
4501_9,0.97716516
8711_10,0.21208423
2402_1,0.6693627
4586_10,0.86282825
176_3,0.28132787
3545_1,0.023561664
8932_1,0.0027241998
5829_10,0.69494057
3409_10,0.9934515
3636_3,0.2838521
12048_7,0.9777054
10468_10,0.99809235
11546_10,0.8392808
9444_10,0.96378475
6275_1,0.004878511
152_4,0.7924849
4767_9,0.6037482
6751_1,0.0010357911
10245_4,0.2027608
5407_8,0.99696714
1923_1,0.07191559
515_9,0.09086977
9988_1,0.2516514
5928_8,0.97665375
10163_4,0.19273767
7969_10,0.8096806
1494_4,0.26095328
11211_10,0.99599576
1957_1,0.0026745573
8484_7,0.023041345
848_2,0.015306347
5177_1,0.045703564
10667_10,0.8724689
3075_1,0.009652519
9443_10,0.7506841
1572_8,0.5660425
11285_8,0.22616446
3125_1,0.19213244
9265_9,0.81368554
4072_1,0.005875877
6390_2,0.19915153
6496_4,0.34299034
8766_2,0.00075949
7787_10,0.9591268
5897_10,0.9985233
9027_1,0.17084458
1538_2,0.039805863
1220_3,0.002851056
8600_3,0.27846923
11432_2,0.34915707
1424_4,0.19016144
7344_10,0.8282051
10842_1,0.04120265
10332_10,0.9517637
4340_4,0.56776255
4868_4,0.017235683
11216_9,0.834665
12027_10,0.5646842
6785_7,0.7107609
8773_8,0.98135453
8119_4,0.30358514
10138_10,0.73469245
7197_2,0.008895096
1536_3,0.0058008153
9981_7,0.41038612
4753_1,0.25394922
2795_7,0.0046212263
6672_4,0.08756522
10805_7,0.77100235
5866_1,0.046605833
570_1,0.005362009
11965_8,0.8753479
3288_1,0.21281378
8135_1,0.05972852
10094_9,0.9980877
5845_10,0.9582621
3570_8,0.38250494
1240_1,0.042098995
231_1,0.07034785
10628_9,0.7826632
3536_1,0.020072201
1852_10,0.9710278
8202_7,0.6698443
5907_7,0.6199886
1759_10,0.9537757
4492_10,0.93475497
4844_7,0.28665638
3189_10,0.94493943
3403_10,0.89639455
5874_2,0.0141874235
7809_10,0.84163517
3632_9,0.94091743
11767_2,0.60156524
9925_3,0.5569827
4218_1,0.6754933
12036_7,0.42504922
8973_2,0.011687286
2464_10,0.99684674
4094_1,0.00195396
10592_1,0.056255
10648_9,0.6850437
3887_10,0.9386518
9092_8,0.998145
10666_10,0.8900966
8389_10,0.21105674
5281_10,0.97503895
6946_1,0.052301943
1132_1,0.025898933
10052_4,0.000264016
768_10,0.99909747
5432_3,0.024942828
7424_3,0.00022534908
2366_2,0.38809168
2865_3,0.0812468
7806_2,0.066356406
8878_3,0.034826636
6298_7,0.9636692
4517_4,0.113611825
12018_10,0.95566046
3662_1,0.11367507
11393_10,0.99666035
2071_10,0.8554745
8217_8,0.90606767
6568_2,0.06315448
3840_10,0.9433859
1666_3,0.36370894
2360_7,0.9016378
5778_4,0.39583412
5341_4,0.46578413
4044_2,0.0050933748
2503_3,0.17771034
4095_10,0.7948047
2092_2,0.00038487025
2707_3,0.052028637
573_10,0.9007332
6441_7,0.6932868
7565_3,0.07455456
9499_7,0.6061587
657_10,0.9966577
8840_10,0.9565809
1407_4,0.34635022
12453_2,0.1381479
8273_9,0.78651524
8366_7,0.8093922
10643_9,0.8062242
9998_1,0.114855886
1385_1,0.030572455
1354_4,0.027699681
4674_7,0.8220438
3515_4,0.6152086
10426_8,0.6747912
10226_3,0.26943198
10391_4,0.00094269554
9968_1,0.0054945694
2893_3,0.049162265
2546_9,0.556549
37_1,0.00481628
1757_10,0.7767781
1569_8,0.7162311
1466_3,0.15478852
7783_1,0.0050620628
9506_10,0.47998425
10835_3,0.008417959
2917_9,0.897133
2495_7,0.9946747
1686_10,0.98940957
2414_7,0.66848385
5318_8,0.9984101
8858_8,0.9314748
8112_1,0.0077011553
6532_2,0.0149235
2526_10,0.9245686
11089_7,0.8098914
4297_8,0.66528535
3179_9,0.81263274
5832_10,0.9888649
10539_8,0.8184366
9226_10,0.64198005
9878_1,0.22592731
7940_10,0.93430394
7195_10,0.7233756
2979_1,0.30826166
3597_10,0.9649304
2931_8,0.5339323
8571_10,0.6096308
12148_1,2.9299186e-05
4047_2,0.0024425536
6164_10,0.997929
2214_8,0.98313254
5903_1,0.314151
7931_9,0.7917072
1205_3,0.34034857
5983_10,0.9716448
10424_7,0.5242414
11032_7,0.76193553
1303_10,0.98073685
10390_1,0.00094634644
8349_2,0.17594703
3605_8,0.5416431
12273_1,0.022418628
60_1,0.008478766
3879_9,0.62784845
12431_4,0.20732689
4499_2,0.23992719
5786_10,0.77588385
5521_4,0.9941532
793_8,0.8189652
7948_3,0.09479336
9022_2,0.119209744
11071_1,0.11190473
4991_3,0.21909581
8226_1,0.00049900514
8762_3,0.27466506
6918_4,0.24714237
844_10,0.9431848
11503_8,0.1594519
7406_8,0.96005946
7743_1,0.099315
514_3,0.056202278
10927_9,0.83414114
3731_7,0.95103014
8870_4,0.5082644
11099_10,0.9109225
8456_10,0.87538886
10944_7,0.0845555
7168_3,0.16617322
3378_10,0.4894809
8203_3,0.34716102
5676_1,0.14670728
5061_9,0.97089124
6238_8,0.7637455
1136_8,0.31478077
6234_3,0.06228188
9510_3,0.9987417
9632_7,0.4210282
4357_1,0.1978895
1176_9,0.97400075
10821_8,0.9968219
4143_4,0.05809539
5074_8,0.97617507
11673_1,0.026731445
11072_2,0.01061345
1816_4,0.604865
3974_7,0.08409363
796_4,0.00950609
8540_2,0.17908518
10959_8,0.9830852
4576_10,0.29991964
7030_1,0.33444047
3340_10,0.5665543
3223_3,0.029952759
3030_1,0.09344699
4194_1,0.021900414
11322_1,0.03386495
1785_1,1.7601113e-05
7109_2,0.010091962
4120_1,0.012722768
3024_7,0.87772524
589_2,0.17550915
2480_10,0.8209348
4878_1,0.070979334
571_1,0.06389045
12156_8,0.90994376
7547_9,0.98488194
6577_10,0.985617
7101_3,0.35891047
1731_3,0.8623363
10424_1,0.20431179
9056_10,0.9925183
11959_3,0.0002746743
6952_4,0.039627317
8709_10,0.69448817
4716_10,0.9824644
2393_10,0.98808646
4007_7,0.81335616
1196_2,0.5482515
8483_1,0.14648543
1840_3,0.43691933
6108_1,0.08384005
4621_8,0.9188978
11332_4,0.78080165
8800_10,0.840839
886_7,0.99976236
6495_8,0.7917242
6193_10,0.7513692
10297_1,0.005204149
4233_1,0.12809594
3121_10,0.8454529
1681_10,0.68919766
5789_1,0.052071482
6446_10,0.93438005
479_9,0.9855613
6401_1,0.0002817027
7602_1,0.014137671
10792_1,0.10739912
11436_9,0.9991763
6944_1,0.03169572
6275_9,0.033975895
7314_10,0.9649993
8887_9,0.18049392
1835_8,0.99897575
8403_7,0.7049766
2090_1,0.015369007
12310_1,0.57159746
9795_9,0.963381
4260_1,0.012108734
